Year,Month,SunSpots,PacificDecadalOscillation,GisTempData,ManuaLoaCo2,AtlanticMultidecalOscillation,ElninoSouthernOscillation,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
1993,4,62.2,1,0.27,356.71,-0.182,0.7,-0.46,-0.72,-0.37,-0.68,-0.86,-0.56,-0.25,-0.39,-0.22,-0.28,-0.43,-0.23,-0.87,-0.96,-0.79,-0.26,-0.41,-0.23,-0.87,-0.88,-0.85,-0.33,-0.88,-0.07,-1.16,-0.91,0
1993,5,61.3,1.79,0.28,357.14,-0.173,0.7,-0.33,-0.54,-0.24,-0.44,-0.5,-0.4,-0.22,-0.64,-0.13,-0.19,-0.19,-0.19,-0.56,-0.57,-0.55,-0.24,-1.01,-0.11,-0.06,-0.41,0.33,-0.68,-1.78,-0.16,-0.13,0.03,-0.52
1993,6,49.8,2.05,0.23,357.24,-0.19,0.6,-0.21,-0.47,-0.11,-0.33,-0.52,-0.21,-0.09,-0.35,-0.03,-0.08,-0.23,-0.04,-0.47,-0.61,-0.35,-0.08,-0.38,-0.02,-0.52,-0.78,-0.22,-0.04,-1.06,0.45,-0.74,-0.73,-0.21
1993,7,57.9,1.48,0.25,356.87,-0.286,0.3,-0.19,-0.36,-0.12,-0.28,-0.34,-0.24,-0.09,-0.42,-0.03,-0.16,-0.27,-0.13,-0.34,-0.38,-0.3,-0.06,-0.48,0.01,-0.08,-0.05,-0.11,-0.16,-0.75,0.12,-0.66,-0.41,0.1
1993,8,42.2,1.96,0.11,357.44,-0.238,0.3,-0.31,-0.52,-0.23,-0.39,-0.5,-0.31,-0.23,-0.56,-0.17,-0.32,-0.43,-0.29,-0.45,-0.59,-0.32,-0.16,-0.45,-0.11,-0.56,-0.61,-0.51,0.28,-0.49,0.65,-0.51,-0.44,-0.23
1993,9,22.4,1.15,0.11,357.51,-0.174,0.2,-0.5,-0.7,-0.41,-0.6,-0.67,-0.56,-0.39,-0.77,-0.31,-0.42,-0.5,-0.39,-0.71,-0.77,-0.65,-0.37,-0.83,-0.28,-1.11,-1.06,-1.16,-0.27,-0.81,-0.01,-1.06,-0.96,-1.13
1993,10,56.4,1.31,0.23,357.61,-0.252,0.1,-0.27,-0.45,-0.19,-0.38,-0.51,-0.29,-0.16,-0.32,-0.12,-0.09,-0.21,-0.06,-0.53,-0.61,-0.45,-0.19,-0.36,-0.16,-0.71,-0.52,-0.92,-0.18,-0.66,0.05,-0.82,-0.48,-0.51
1993,11,35.6,1.13,0.04,357.65,-0.328,0,-0.26,-0.62,-0.11,-0.37,-0.77,-0.12,-0.14,-0.3,-0.1,0.03,-0.04,0.05,-0.59,-0.98,-0.25,-0.21,-0.43,-0.17,-0.76,-1.08,-0.39,-0.3,-1.12,0.09,-1.07,-0.93,-0.03
1993,12,48.9,0.67,0.18,357.92,-0.302,0.1,-0.07,-0.15,-0.04,-0.06,-0.09,-0.05,-0.07,-0.29,-0.03,0.15,0.07,0.17,-0.16,-0.12,-0.21,-0.2,-0.59,-0.13,-1.21,-0.98,-1.48,-0.81,-1.33,-0.57,-0.33,-0.17,-0.26
1994,1,57.8,0.85,0.26,358.25,-0.306,0.1,-0.26,-0.38,-0.21,-0.28,-0.4,-0.2,-0.23,-0.34,-0.21,-0.08,-0.08,-0.08,-0.37,-0.5,-0.25,-0.32,-0.49,-0.3,-1.06,-1.27,-0.81,-0.69,-0.78,-0.65,-1.08,-0.76,-0.19
1994,2,35.5,0.33,0.03,358.21,-0.318,0.1,-0.36,-0.94,-0.13,-0.46,-1.03,-0.1,-0.25,-0.72,-0.15,-0.21,-0.35,-0.17,-0.59,-1.22,-0.03,-0.28,-0.98,-0.15,-0.72,-1.23,-0.15,-0.93,-1.49,-0.67,-1.09,-0.98,-0.43
1994,3,31.7,0.27,0.29,358.41,-0.288,0.2,-0.32,-0.47,-0.26,-0.36,-0.38,-0.35,-0.28,-0.69,-0.19,-0.26,-0.36,-0.23,-0.39,-0.38,-0.39,-0.32,-0.93,-0.21,-1.01,-0.66,-1.41,-0.46,-1.24,-0.1,0.24,0.03,-1.15
1994,4,16.1,0.49,0.41,358.59,-0.21,0.3,-0.28,-0.27,-0.28,-0.3,-0.3,-0.3,-0.25,-0.21,-0.26,-0.21,-0.3,-0.19,-0.34,-0.31,-0.37,-0.28,-0.12,-0.3,-0.27,-0.21,-0.34,-0.1,-0.01,-0.14,0.38,0.25,-0.57
1994,5,17.8,0.55,0.28,358.59,-0.216,0.4,-0.22,-0.25,-0.21,-0.12,-0.13,-0.11,-0.32,-0.52,-0.28,-0.17,-0.3,-0.14,-0.09,-0.09,-0.1,-0.39,-0.68,-0.34,-0.53,-0.18,-0.93,-0.66,-1.64,-0.2,0.11,-0.05,-0.11
1994,6,28,0.1,0.44,358.57,-0.231,0.4,-0.06,0.06,-0.11,-0.06,0.03,-0.12,-0.06,0.11,-0.1,-0.21,-0.4,-0.15,-0.01,0.12,-0.13,0.05,0.59,-0.05,-0.69,-0.6,-0.78,0.79,1.9,0.27,0.78,0.52,-0.32
1994,7,35.1,-0.91,0.3,358.91,-0.241,0.4,-0.09,-0.09,-0.1,-0.09,-0.06,-0.1,-0.1,-0.14,-0.09,-0.22,-0.41,-0.16,-0.05,0,-0.09,-0.01,0.16,-0.04,0,0.26,-0.3,0.43,0.85,0.23,-0.5,-0.42,-0.02
1994,8,22.5,-0.88,0.22,359.29,-0.245,0.4,-0.18,-0.22,-0.17,-0.18,-0.09,-0.24,-0.19,-0.53,-0.12,-0.26,-0.33,-0.24,-0.16,-0.02,-0.28,-0.13,-0.69,-0.04,-0.18,0.2,-0.62,-1.01,-1.5,-0.78,-0.18,0.12,-0.6
1994,9,25.7,-1.51,0.32,359.3,-0.162,0.6,-0.15,-0.14,-0.15,-0.15,-0.17,-0.15,-0.14,-0.09,-0.15,-0.09,-0.24,-0.05,-0.19,-0.15,-0.22,-0.17,0.03,-0.2,-0.46,-0.02,-0.97,0.47,0.41,0.5,-0.55,-0.56,-0.85
1994,10,44,-1.06,0.42,359.63,-0.069,0.7,-0.38,-0.32,-0.41,-0.23,-0.24,-0.23,-0.53,-0.5,-0.54,-0.33,-0.41,-0.3,-0.18,-0.19,-0.18,-0.64,-0.58,-0.65,-0.36,0.04,-0.83,-0.2,-0.22,-0.19,-0.35,-0.54,-0.96
1994,11,18,-1.93,0.44,359.8,-0.029,1,-0.08,-0.02,-0.1,0.02,-0.01,0.04,-0.18,-0.06,-0.2,-0.11,-0.13,-0.11,0.1,0.06,0.13,-0.22,-0.11,-0.24,-1.01,-1.05,-0.96,0.27,-0.28,0.53,0.06,-0.31,-0.36
1994,12,26.2,-2.22,0.38,359.96,-0.101,1.1,-0.04,-0.08,-0.03,0.02,-0.07,0.08,-0.1,-0.08,-0.11,0.13,-0.03,0.18,-0.05,-0.06,-0.04,-0.21,-0.18,-0.21,-0.56,-0.39,-0.75,-0.35,-0.98,-0.06,1.3,0.99,0.03
1995,1,24.2,-0.86,0.52,359.91,-0.072,1,-0.1,-0.03,-0.12,0.04,0.15,-0.03,-0.23,-0.44,-0.19,0.06,-0.06,0.1,0.03,0.23,-0.15,-0.39,-0.78,-0.32,0.28,0.77,-0.27,-0.77,-1.45,-0.45,-0.34,-0.16,-0.64
1995,2,29.9,0.02,0.79,360.18,-0.05,0.7,-0.18,-0.03,-0.24,-0.13,0.11,-0.29,-0.23,-0.33,-0.2,-0.12,-0.39,-0.05,-0.12,0.26,-0.46,-0.29,-0.36,-0.28,0.29,0.88,-0.38,-0.31,-0.37,-0.28,0.17,0.15,-0.54
1995,3,31.1,0.46,0.47,360.37,0.006,0.5,-0.19,-0.28,-0.16,-0.28,-0.35,-0.23,-0.11,-0.13,-0.11,-0.02,-0.15,0.01,-0.41,-0.38,-0.44,-0.15,-0.2,-0.15,-0.85,-0.56,-1.19,-0.03,-0.11,0.01,0.34,0.05,-0.07
1995,4,14,0.49,0.47,360.76,0.066,0.3,0.02,-0.14,0.08,0,-0.2,0.12,0.04,-0.01,0.05,0.18,0.16,0.18,-0.11,-0.3,0.05,-0.02,-0.14,0,0.99,0.93,1.05,0.21,0,0.31,-1.11,-0.73,-0.41
1995,5,14.5,0.89,0.27,360.73,0.261,0.1,-0.07,-0.26,0,-0.09,-0.26,0.02,-0.06,-0.25,-0.02,0,-0.04,0.01,-0.14,-0.33,0.03,-0.08,-0.38,-0.03,0.08,0.03,0.14,-0.54,-1.15,-0.25,-1.02,-0.65,-0.03
1995,6,15.6,1.03,0.43,360.98,0.354,0,0,0.03,-0.01,0.08,0.11,0.07,-0.08,-0.14,-0.06,0.21,0.23,0.2,-0.01,0.04,-0.06,-0.2,-0.31,-0.19,-0.06,-0.09,-0.03,0.18,-0.41,0.46,-0.71,-0.64,-0.52
1995,7,14.5,1,0.45,361.1,0.304,-0.2,-0.06,0.16,-0.15,-0.07,-0.05,-0.07,-0.06,0.64,-0.21,-0.04,0.12,-0.08,-0.07,-0.08,-0.06,-0.08,0.97,-0.27,-0.25,-0.43,-0.03,1.31,2.74,0.63,-0.28,-0.18,-0.54
1995,8,14.3,-0.11,0.45,360.93,0.173,-0.5,0.15,0.35,0.07,0.19,0.29,0.12,0.11,0.49,0.04,0.15,0.25,0.12,0.23,0.33,0.15,0.07,0.58,-0.02,0.41,0.39,0.43,0.46,0.67,0.36,1.41,1.1,0.63
1995,9,11.8,1.22,0.34,361.71,0.043,-0.8,0.05,-0.01,0.08,0.11,0,0.18,0,-0.05,0.01,0.1,0.13,0.09,0.11,-0.03,0.24,-0.05,-0.19,-0.03,0.37,0.39,0.34,-0.41,-1.05,-0.11,-0.39,0.03,0.31
1995,10,21.1,0.64,0.47,361.52,0.091,-1,-0.07,-0.07,-0.08,-0.13,-0.04,-0.18,-0.02,-0.12,0,-0.01,0.04,-0.03,-0.18,-0.05,-0.29,-0.04,-0.29,0.01,-1.1,-0.83,-1.42,0.14,-0.4,0.39,0.04,-0.1,0.24
1995,11,9,0.05,0.44,361.75,0.116,-1,-0.05,0.09,-0.11,0.13,0.19,0.09,-0.23,-0.14,-0.25,-0.13,-0.03,-0.15,0.23,0.25,0.21,-0.25,-0.23,-0.25,0.81,0.83,0.78,-0.63,-0.73,-0.59,-0.42,-0.37,0
1995,12,10,0.44,0.25,361.67,0.031,-1,-0.3,-0.52,-0.21,-0.5,-0.67,-0.39,-0.1,-0.18,-0.08,-0.33,-0.39,-0.31,-0.59,-0.7,-0.5,0.02,-0.17,0.05,-0.62,-0.63,-0.61,-0.24,-0.63,-0.06,-0.2,-0.19,0.27
1996,1,11.5,1.01,0.24,361.98,-0.02,-0.9,-0.29,-0.57,-0.19,-0.32,-0.6,-0.14,-0.27,-0.48,-0.22,-0.36,-0.21,-0.4,-0.32,-0.73,0.04,-0.2,-0.62,-0.12,0.34,-0.22,0.97,-0.43,-0.67,-0.31,-0.79,-0.87,-0.48
1996,2,4.4,1.01,0.46,362.47,-0.043,-0.8,-0.15,-0.2,-0.13,-0.23,-0.22,-0.24,-0.07,-0.16,-0.06,-0.18,-0.09,-0.21,-0.25,-0.26,-0.23,-0.03,-0.19,0,-0.18,-0.03,-0.36,0.02,0.2,-0.06,0.25,0.04,-0.37
1996,3,9.2,0.85,0.33,362.65,-0.068,-0.6,-0.08,-0.43,0.05,-0.22,-0.6,0.03,0.05,-0.05,0.07,-0.01,0.02,-0.02,-0.3,-0.75,0.1,0.06,-0.11,0.1,0.77,0.46,1.12,0.11,-0.09,0.21,-1.42,-0.8,0.01
1996,4,4.8,1.37,0.32,361.99,-0.001,-0.4,-0.21,-0.42,-0.12,-0.48,-0.71,-0.32,0.06,0.24,0.03,-0.15,-0.13,-0.16,-0.64,-0.86,-0.45,0.17,0.5,0.11,-0.29,-0.57,0.03,0.65,1.12,0.43,-0.55,-0.58,0.31
1996,5,5.5,2.13,0.28,362.23,-0.076,-0.3,-0.23,-0.32,-0.19,-0.27,-0.2,-0.31,-0.19,-0.58,-0.11,-0.16,-0.17,-0.16,-0.34,-0.23,-0.45,-0.18,-0.84,-0.06,-0.81,-0.76,-0.87,-1.04,-2.02,-0.58,0.24,0.25,0.15
1996,6,11.8,1.1,0.25,362.82,-0.134,-0.3,-0.2,-0.24,-0.19,-0.2,-0.2,-0.2,-0.21,-0.33,-0.18,-0.09,-0.14,-0.07,-0.26,-0.22,-0.3,-0.26,-0.45,-0.23,-0.78,-0.65,-0.93,0.15,-0.44,0.44,0.43,0.25,-0.05
1996,7,8.2,0.57,0.36,362.98,-0.115,-0.3,-0.1,-0.11,-0.1,-0.12,-0.1,-0.14,-0.08,-0.14,-0.07,-0.1,-0.17,-0.08,-0.15,-0.11,-0.2,-0.06,-0.02,-0.06,-0.56,-0.29,-0.87,0.46,0.75,0.32,-0.1,-0.19,-0.2
1996,8,14.4,-0.66,0.49,363.13,-0.019,-0.3,-0.05,-0.06,-0.04,-0.28,-0.41,-0.2,0.19,0.73,0.08,-0.19,-0.12,-0.21,-0.34,-0.5,-0.2,0.39,1.39,0.22,-0.95,-1.25,-0.61,2.36,3.37,1.88,-0.16,-0.31,-0.29
1996,9,1.6,0.07,0.25,363.14,-0.012,-0.4,-0.02,-0.21,0.05,-0.27,-0.48,-0.14,0.23,0.4,0.19,0.02,-0.04,0.04,-0.44,-0.62,-0.29,0.35,0.79,0.28,-0.34,-0.64,0,1.44,2.12,1.12,-1.18,-1.24,0.36
1996,10,0.9,0.4,0.2,363.12,-0.155,-0.4,-0.11,-0.25,-0.06,-0.22,-0.34,-0.15,0,-0.05,0.01,-0.08,-0.13,-0.07,-0.32,-0.4,-0.26,0.07,0.05,0.08,-0.54,-0.58,-0.51,0.09,-0.14,0.21,-0.21,-0.54,0.36
1996,11,17.9,0.38,0.39,363.18,-0.184,-0.4,-0.11,-0.1,-0.11,-0.03,-0.11,0.01,-0.18,-0.1,-0.19,-0.25,-0.31,-0.23,0.08,-0.04,0.19,-0.14,0.02,-0.17,0.93,1.01,0.85,0.45,0.34,0.5,-0.69,-0.28,-0.17
1996,12,13.3,-0.03,0.37,363.23,-0.166,-0.5,-0.2,-0.19,-0.21,-0.19,-0.24,-0.16,-0.21,-0.05,-0.25,-0.3,-0.26,-0.32,-0.1,-0.21,-0.01,-0.19,0.01,-0.22,-0.04,-0.31,0.26,-0.01,0.13,-0.08,-0.3,-0.22,-0.03
1997,1,5.7,0.44,0.3,363.03,-0.102,-0.5,-0.3,-0.36,-0.27,-0.52,-0.43,-0.58,-0.07,-0.22,-0.04,-0.38,-0.38,-0.38,-0.57,-0.42,-0.71,0.07,-0.16,0.11,-0.86,-0.65,-1.11,-0.19,-0.21,-0.18,-0.56,-0.6,-0.54
1997,2,7.6,0.29,0.41,363.4,-0.046,-0.4,-0.25,-0.39,-0.19,-0.37,-0.5,-0.28,-0.12,-0.14,-0.12,-0.44,-0.52,-0.41,-0.34,-0.48,-0.22,0.05,0.07,0.05,-1.01,-0.73,-1.33,-0.35,-0.59,-0.23,-0.12,0.04,1.29
1997,3,8.7,0.39,0.52,363.02,-0.006,-0.1,-0.26,-0.39,-0.21,-0.36,-0.49,-0.27,-0.17,-0.17,-0.17,-0.36,-0.33,-0.37,-0.33,-0.48,-0.19,-0.09,-0.2,-0.07,-0.17,-0.33,0.02,0.32,0.05,0.45,0.69,0.3,-0.23
1997,4,15.5,0.73,0.34,363.82,-0.003,0.3,-0.39,-0.48,-0.35,-0.41,-0.43,-0.4,-0.36,-0.59,-0.31,-0.45,-0.6,-0.4,-0.4,-0.37,-0.42,-0.31,-0.64,-0.25,0.05,0.68,-0.67,-0.41,-0.82,-0.21,-1.8,-1.49,-0.73
1997,5,18.5,1.59,0.34,363.87,0.029,0.8,-0.22,-0.54,-0.1,-0.35,-0.51,-0.25,-0.09,-0.61,0.01,-0.24,-0.5,-0.16,-0.42,-0.53,-0.33,0,-0.62,0.11,-0.57,-0.71,-0.4,-0.39,-1.12,-0.04,-0.67,-0.54,-0.18
1997,6,12.7,2.55,0.54,363.56,-0.002,1.2,-0.16,-0.19,-0.15,-0.22,-0.21,-0.24,-0.1,-0.16,-0.08,-0.14,-0.14,-0.14,-0.3,-0.24,-0.34,-0.05,-0.12,-0.04,-0.21,-0.3,-0.11,0.88,1.05,0.8,-0.23,-0.16,-1.31
1997,7,10.4,1.49,0.33,363.74,0.05,1.6,-0.04,-0.21,0.02,-0.02,-0.14,0.05,-0.06,-0.35,0,0.28,0.19,0.31,-0.19,-0.25,-0.13,-0.23,-0.69,-0.15,-0.33,-0.49,-0.14,-0.63,-1.79,-0.08,-0.26,-0.19,-0.84
1997,8,24.4,2.27,0.41,363.98,0.004,1.9,-0.04,-0.15,0,0.04,0.02,0.05,-0.12,-0.53,-0.03,0.16,0.05,0.2,-0.04,-0.04,-0.04,-0.25,-0.83,-0.15,-0.1,0.06,-0.29,-0.73,-1.55,-0.33,-0.21,0,-0.67
1997,9,51.3,1.8,0.52,363.83,0.098,2.1,-0.11,-0.15,-0.09,0.02,-0.12,0.11,-0.24,-0.22,-0.24,0.28,0.34,0.26,-0.11,-0.25,0.02,-0.52,-0.63,-0.5,0.35,0.23,0.5,-0.88,-1.3,-0.68,0.71,0.75,-0.64
1997,10,22.8,1.78,0.61,364.28,0.139,2.3,-0.06,-0.14,-0.03,-0.07,-0.12,-0.03,-0.05,-0.17,-0.02,0.2,0.15,0.21,-0.19,-0.19,-0.19,-0.2,-0.45,-0.15,0.03,0.25,-0.22,-0.07,-0.32,0.04,-0.53,-0.77,-0.57
1997,11,39,1.48,0.65,364.71,0.04,2.4,-0.04,-0.17,0.01,-0.18,-0.4,-0.03,0.09,0.34,0.04,0.22,0.19,0.23,-0.34,-0.54,-0.15,-0.02,0.41,-0.1,-0.4,-0.64,-0.13,0.77,1.14,0.6,-1.22,-0.99,-0.34
1997,12,41.2,0.99,0.59,365.28,0.12,2.4,0.13,0.02,0.18,0.07,-0.19,0.23,0.19,0.47,0.14,0.59,0.39,0.65,-0.21,-0.35,-0.08,-0.02,0.58,-0.12,-0.69,-0.82,-0.53,0.22,0.65,0.02,-0.59,-0.8,0.57
1998,1,31.9,1.05,0.59,365.19,0.119,2.2,0.34,0.01,0.46,0.21,-0.16,0.45,0.46,0.4,0.47,1.04,0.84,1.09,-0.23,-0.42,-0.07,0.17,0.04,0.19,-0.1,-0.08,-0.11,-0.19,-0.61,0.01,0.13,0.14,0.48
1998,2,40.3,1.52,0.88,365.29,0.281,1.9,0.49,0.62,0.44,0.44,0.53,0.38,0.54,0.83,0.48,1.15,1.06,1.18,0.04,0.43,-0.3,0.24,0.56,0.19,-1.46,-1.08,-1.89,0.63,0.54,0.67,0.08,0.09,0.54
1998,3,54.8,1.29,0.63,365.73,0.311,1.4,0.35,-0.02,0.49,0.3,-0.14,0.59,0.39,0.25,0.42,1.03,0.92,1.07,-0.09,-0.38,0.17,0.06,-0.35,0.13,-0.25,-0.31,-0.17,-0.77,-1.26,-0.53,-0.87,-0.35,0.35
1998,4,53.4,0.03,0.64,366.17,0.28,1,0.62,0.46,0.68,0.69,0.57,0.76,0.55,0.22,0.63,1.09,1.23,1.04,0.48,0.39,0.56,0.27,-0.52,0.41,-0.12,-0.32,0.1,-0.69,-1.92,-0.11,-0.89,-0.69,0.45
1998,5,56.3,-0.83,0.68,366.68,0.373,0.5,0.52,0.54,0.51,0.41,0.43,0.4,0.62,0.8,0.59,0.86,0.89,0.84,0.22,0.3,0.16,0.46,0.74,0.41,-0.22,-0.21,-0.23,0.86,0.41,1.08,0.62,0.48,1.5
1998,6,70.7,-0.78,0.77,366.95,0.478,-0.1,0.44,0.49,0.42,0.44,0.47,0.43,0.44,0.54,0.42,0.48,0.46,0.48,0.44,0.47,0.42,0.4,0.6,0.37,0.48,0.8,0.12,0.88,0.8,0.92,-0.39,-0.33,0.13
1998,7,66.6,-1.16,0.66,367.29,0.477,-0.8,0.38,0.47,0.34,0.5,0.64,0.41,0.26,0.1,0.3,0.28,0.42,0.24,0.62,0.72,0.54,0.24,-0.21,0.32,0.84,0.87,0.8,-0.48,-0.86,-0.3,0.76,0.67,-0.35
1998,8,92.2,-0.87,0.66,367.69,0.501,-1.1,0.39,0.46,0.36,0.36,0.47,0.29,0.42,0.45,0.42,0.32,0.43,0.28,0.39,0.49,0.29,0.48,0.41,0.49,0.37,0.42,0.32,0.37,0.37,0.36,0.59,0.32,0.84
1998,9,92.9,-1.7,0.42,367.51,0.401,-1.3,0.28,0.23,0.29,0.35,0.38,0.33,0.2,-0.11,0.27,0.19,0.2,0.19,0.42,0.42,0.42,0.21,-0.32,0.31,-0.2,-0.5,0.15,0.09,-0.52,0.38,1.51,1.23,0.44
1998,10,55.5,-2.23,0.42,367.82,0.371,-1.4,0.24,0.32,0.21,0.31,0.48,0.21,0.17,-0.02,0.21,0.24,0.26,0.24,0.34,0.53,0.17,0.15,-0.22,0.21,-0.52,-0.64,-0.38,-0.67,-1,-0.51,0.49,0.47,0.62
1998,11,74,-0.97,0.43,367.7,0.306,-1.5,-0.01,-0.09,0.02,-0.02,-0.05,0,0,-0.17,0.04,-0.01,0.08,-0.04,-0.03,-0.1,0.03,0.01,-0.32,0.07,0.09,-0.34,0.58,-0.75,-1.03,-0.62,0.7,0.78,0.53
1998,12,81.9,-1.09,0.55,368.05,0.268,-1.6,0.13,0.19,0.1,0.11,0.33,-0.03,0.14,-0.12,0.2,-0.1,0.05,-0.14,0.24,0.4,0.09,0.25,-0.24,0.34,-0.04,-0.19,0.12,-0.51,-0.81,-0.37,0.7,0.5,0.4
1999,1,62,-0.78,0.49,368.13,0.04,-1.5,-0.08,0.08,-0.15,-0.05,0.16,-0.18,-0.12,-0.11,-0.12,-0.26,-0.1,-0.31,0.09,0.23,-0.03,-0.07,-0.11,-0.06,-1.03,-0.98,-1.09,-0.84,-0.48,-1.02,0.48,0.01,0.78
1999,2,66.3,-1.06,0.64,368.46,0.046,-1.3,0,0.32,-0.12,-0.03,0.48,-0.35,0.04,-0.03,0.05,-0.38,-0.13,-0.45,0.18,0.64,-0.23,0.23,0.04,0.27,-0.28,-0.14,-0.44,-0.08,-0.26,0,1.12,0.21,-0.06
1999,3,68.8,-1.18,0.32,368.24,0.058,-1.1,-0.21,-0.29,-0.18,-0.28,-0.39,-0.21,-0.14,-0.06,-0.16,-0.28,-0.08,-0.34,-0.25,-0.5,-0.02,-0.09,0.07,-0.12,-0.07,-0.58,0.51,-0.16,-0.38,-0.06,0,-0.21,0.1
1999,4,63.7,-1.85,0.32,368.62,0.041,-1,-0.11,-0.15,-0.1,0.07,0.19,-0.01,-0.3,-0.92,-0.16,-0.34,-0.28,-0.36,0.3,0.29,0.32,-0.28,-1.34,-0.1,-0.17,-0.22,-0.11,-0.92,-2.18,-0.33,0.1,-0.05,-1.09
1999,5,106.4,-2.32,0.27,368.31,0.151,-1,-0.16,-0.13,-0.17,-0.12,0.01,-0.2,-0.2,-0.44,-0.15,-0.5,-0.43,-0.52,0.09,0.12,0.06,-0.05,-0.43,0.01,-0.04,-0.18,0.12,-0.71,-1.35,-0.4,-0.26,-0.35,0.45
1999,6,137.7,-2.34,0.36,368.3,0.169,-1,-0.29,-0.15,-0.34,-0.13,-0.14,-0.13,-0.44,-0.18,-0.5,-0.46,-0.31,-0.51,0.04,-0.11,0.18,-0.43,-0.03,-0.5,0.04,-0.25,0.37,0.34,0.93,0.07,-0.32,-0.12,-0.59
1999,7,113.5,-1.87,0.38,368.93,0.187,-1.1,-0.15,-0.06,-0.19,-0.12,-0.01,-0.19,-0.19,-0.18,-0.19,-0.41,-0.37,-0.42,0.05,0.1,0,-0.08,-0.06,-0.08,-0.1,-0.27,0.1,-0.12,-0.54,0.09,0.33,0.34,0.52
1999,8,93.7,-1.84,0.32,368.63,0.296,-1.1,-0.2,-0.14,-0.22,-0.17,-0.16,-0.19,-0.22,-0.09,-0.25,-0.38,-0.37,-0.38,-0.06,-0.1,-0.03,-0.15,0.12,-0.19,-0.37,-0.73,0.04,-0.17,-0.04,-0.22,0.23,0.29,0.15
1999,9,71.5,-2.24,0.39,368.28,0.174,-1.2,-0.12,0.03,-0.17,-0.05,0.08,-0.13,-0.18,-0.09,-0.2,-0.4,-0.31,-0.43,0.13,0.17,0.1,-0.06,0.13,-0.09,0.29,0.1,0.5,0.35,0.49,0.29,-0.56,-0.5,0.06
1999,10,116.7,-2.54,0.34,368.8,0.006,-1.3,-0.17,-0.16,-0.18,-0.23,-0.11,-0.3,-0.12,-0.25,-0.09,-0.38,-0.41,-0.37,-0.14,-0.04,-0.24,0.02,-0.13,0.04,-0.44,-0.36,-0.53,0.01,-0.16,0.1,0.53,0.11,-0.22
1999,11,133.2,-2.18,0.38,368.86,-0.06,-1.5,-0.2,-0.21,-0.19,-0.07,0.05,-0.14,-0.33,-0.8,-0.23,-0.4,-0.36,-0.41,0.08,0.12,0.05,-0.27,-1.02,-0.14,-0.19,-0.25,-0.11,-0.6,-1.06,-0.38,1.87,1.32,-1.56
1999,12,84.6,-1.92,0.42,368.93,0.003,-1.7,-0.16,-0.05,-0.21,-0.01,0.32,-0.22,-0.32,-0.88,-0.2,-0.41,-0.26,-0.46,0.22,0.48,-0.01,-0.28,-1.4,-0.08,-0.56,-0.11,-1.08,-1.19,-2.48,-0.58,0.63,0.12,-0.68
2000,1,90.1,-2.2,0.25,369.24,-0.095,-1.7,-0.41,-0.53,-0.37,-0.42,-0.41,-0.43,-0.4,-0.8,-0.32,-0.39,-0.15,-0.46,-0.41,-0.5,-0.33,-0.44,-1.21,-0.3,-1.08,-1.04,-1.11,-1.44,-2.08,-1.14,0.12,-0.15,-0.74
2000,2,112.9,-1.28,0.56,368.98,-0.049,-1.4,-0.23,-0.19,-0.24,-0.3,-0.1,-0.42,-0.16,-0.39,-0.11,-0.55,-0.57,-0.55,-0.13,0.04,-0.28,0.01,-0.33,0.08,0.11,0.46,-0.31,-0.34,-0.9,-0.08,1.37,1.38,0.46
2000,3,138.5,-0.66,0.55,369.24,0.092,-1.1,-0.14,-0.19,-0.12,-0.23,-0.1,-0.31,-0.05,-0.39,0.02,-0.47,-0.36,-0.51,-0.08,-0.05,-0.11,0.15,-0.37,0.25,0.21,0.21,0.21,-0.45,-1,-0.19,0.97,1.01,0.4
2000,4,125.5,-0.63,0.56,369.44,0.031,-0.8,-0.07,0.23,-0.19,0.02,0.45,-0.25,-0.16,-0.26,-0.14,-0.36,-0.28,-0.38,0.23,0.62,-0.12,-0.06,-0.18,-0.04,0.16,0.59,-0.34,-0.67,-0.51,-0.74,0.61,0.49,0.01
2000,5,121.6,-0.81,0.36,368.87,0.094,-0.7,-0.04,-0.05,-0.03,-0.04,0.09,-0.12,-0.03,-0.36,0.04,-0.27,-0.18,-0.3,0.08,0.17,0.01,0.1,-0.5,0.2,-0.48,-0.55,-0.41,-0.14,-0.59,0.08,1.3,0.73,-0.12
2000,6,124.9,-0.64,0.4,369.66,-0.029,-0.6,-0.06,-0.01,-0.08,-0.08,0.02,-0.15,-0.04,-0.08,-0.04,-0.37,-0.32,-0.38,0.07,0.1,0.05,0.12,0.15,0.11,-0.39,-0.17,-0.63,0.59,1.18,0.31,0.17,0.11,-0.98
2000,7,170.1,-1.51,0.39,369.36,0.061,-0.6,-0.18,-0.15,-0.19,-0.18,-0.06,-0.25,-0.18,-0.35,-0.15,-0.36,-0.37,-0.36,-0.12,-0.03,-0.2,-0.04,-0.18,-0.02,-0.01,0.03,-0.06,0.52,0.5,0.53,-0.26,-0.31,-0.31
